title,writer,pony,dialog
The Best Night Ever,Amy Keating Rogers,rainbow dash,This isn't hanging out.
The Best Night Ever,Amy Keating Rogers,fluttershy,This isn't what I wished for.
The Best Night Ever,Amy Keating Rogers,twilight sparkle,No!
The Best Night Ever,Amy Keating Rogers,rarity,I waited all my life...
The Best Night Ever,Amy Keating Rogers,fluttershy,...for this moment!
The Best Night Ever,Amy Keating Rogers,pinkie pie,And I'm not going to...
The Best Night Ever,Amy Keating Rogers,applejack,...let it slip by!
The Best Night Ever,Amy Keating Rogers,rainbow dash,If it's the last thing I do...
The Best Night Ever,Amy Keating Rogers,twilight sparkle,...I'm gonna make this...
The Best Night Ever,Amy Keating Rogers,fluttershy,"I just have to be more bold, like Twilight says. [loudly] I'm so sorry to have scared you, my friends! But I'm leaving now, so you can all come out!"
The Best Night Ever,Amy Keating Rogers,fluttershy,Gotcha! It's okay. I promise not to hurt you. I just wanna be your... friend?
The Best Night Ever,Amy Keating Rogers,rarity,"Just give him a chance, Rarity. His princely side is sure to come out if you're just patient."
The Best Night Ever,Amy Keating Rogers,rarity,Oh. Prince Blueblood! How chivalrous.
The Best Night Ever,Amy Keating Rogers,rarity,Yes. One certainly would.
The Best Night Ever,Amy Keating Rogers,rarity,"Oh, of course it will."
The Best Night Ever,Amy Keating Rogers,pinkie pie,"[gasp] [whispering] C'mon, everypony! I know what will make you shake those groove-thangs!"
The Best Night Ever,Amy Keating Rogers,pinkie pie,You reach your right hoof in You reach your right hoof out You reach your right hoof in And you shake it all about You do the Pony Pokey meeting lots of folks with clout That's what I'm talking about
The Best Night Ever,Amy Keating Rogers,fluttershy,COME OUT!
The Best Night Ever,Amy Keating Rogers,pinkie pie,That's what I'm talking about
The Best Night Ever,Amy Keating Rogers,pinkie pie,Ohhhhhh... They don't want a party. These ponies want a paaartay!
The Best Night Ever,Amy Keating Rogers,rarity,"Two apple fritters, please."
The Best Night Ever,Amy Keating Rogers,applejack,Two apple fritters comin' right up. That'll be four bits.
The Best Night Ever,Amy Keating Rogers,rarity,Ahem.
The Best Night Ever,Amy Keating Rogers,rarity,Ahem!
The Best Night Ever,Amy Keating Rogers,rarity,"[sigh] I'm going to have to pay, aren't I?"
The Best Night Ever,Amy Keating Rogers,applejack,"It's okay, Rarity. I got you covered."
The Best Night Ever,Amy Keating Rogers,rarity,"Thank you, Applejack. At least somepony here has good manners."
The Best Night Ever,Amy Keating Rogers,applejack,"Well, no wonder nopony wants my food. They're fillin' up on those fancy-schmancy vittles. Well, my down-home apples are plenty good enough for this crowd. I'll just dress 'em up a bit and prove it to 'em."
The Best Night Ever,Amy Keating Rogers,fluttershy,"I'll catch you yet, my pretties. Oh yes. As soon as one of you little birds or monkeys or bears touches this net... you'll be mine! Mine! [evil laugh] Whoa!"
The Best Night Ever,Amy Keating Rogers,pinkie pie,"Come on, everypony! You wanted a partay? Now it's paaartaaay! Yeah! Uh! Now that's a beat, yeah! Uh! C'mon, dance! Yeah, woohoo!"
The Best Night Ever,Amy Keating Rogers,applejack,"Okay, all you high-class ponies. Here's a highfalutin apple cake for your hoity-toity taste buds."
The Best Night Ever,Amy Keating Rogers,pinkie pie,Stage dive!
The Best Night Ever,Amy Keating Rogers,rarity,"[angry growl] You, sir, are the most uncharming prince I have ever met! In fact, the only thing royal about you is that you are a royal pain!"
The Best Night Ever,Amy Keating Rogers,rainbow dash,This is my chance! Yes! Whoa!
The Best Night Ever,Amy Keating Rogers,twilight sparkle,Well... it can't get any worse.
The Best Night Ever,Amy Keating Rogers,fluttershy,You're... going to love me!
The Best Night Ever,Amy Keating Rogers,twilight sparkle,"Um, um, uh... Eugh."
The Best Night Ever,Amy Keating Rogers,princess celestia,Run.
The Best Night Ever,Amy Keating Rogers,pinkie pie,"Ooh! Rarity, your glass slipper! Now your prince is sure to find you."
The Best Night Ever,Amy Keating Rogers,rarity,[shriek] No! Ugh! Let's go!
The Best Night Ever,Amy Keating Rogers,spike,"Hey, Pony Joe. Another donut."
The Best Night Ever,Amy Keating Rogers,spike,Another donut! Extra sprinkles!
The Best Night Ever,Amy Keating Rogers,spike,"Hey, how was the Gala? How was your best night ever?"
The Best Night Ever,Amy Keating Rogers,spike,That sounds like the worst night ever!
The Best Night Ever,Amy Keating Rogers,twilight sparkle,I just hope Princess Celestia isn't upset with us for ruining the Gala.
The Best Night Ever,Amy Keating Rogers,princess celestia,That was the best Grand Galloping Gala ever!
The Best Night Ever,Amy Keating Rogers,twilight sparkle,"Pardon me, Princess, but tonight was just awful."
The Best Night Ever,Amy Keating Rogers,princess celestia,"Oh, Twilight. The Grand Galloping Gala is always awful."
The Best Night Ever,Amy Keating Rogers,twilight sparkle,It is?
The Best Night Ever,Amy Keating Rogers,princess celestia,"That is why I was thrilled you were all attending. I was hoping you could liven things up a bit. And while the evening may not have gone as you planned, I'm sure you'll agree that in the end it didn't turn out so bad for this group of friends."
The Best Night Ever,Amy Keating Rogers,twilight sparkle,"You're right, Princess. Friends have a way of making even the worst of times into something pretty great."
The Best Night Ever,Amy Keating Rogers,rainbow dash,Yeah! Hanging out with friends!
The Best Night Ever,Amy Keating Rogers,fluttershy,Talking!
The Best Night Ever,Amy Keating Rogers,pinkie pie,Laughing!
The Best Night Ever,Amy Keating Rogers,spike,You mean doing exactly what I wanted to do the whole time?
The Best Night Ever,Amy Keating Rogers,twilight sparkle,"Yes, Spike. You were right."
The Best Night Ever,Amy Keating Rogers,applejack,As horrible as our night was...
The Best Night Ever,Amy Keating Rogers,rarity,...being together here has made it all better.
The Best Night Ever,Amy Keating Rogers,pinkie pie,"In fact, it's made it..."
The Return of Harmony Part 1,M. A. Larson,cheerilee,"I want to start our field trip here, in the world-famous Canterlot sculpture garden. That one over there represents ""Friendship"". All right, my little ponies, this one represents ""Victory""."
The Return of Harmony Part 1,M. A. Larson,scootaloo,How cool would it be to have that for a cutie mark?
The Return of Harmony Part 1,M. A. Larson,apple bloom,"Cool, if you were actually victoryful at somethin'."
The Return of Harmony Part 1,M. A. Larson,sweetie belle,That's not a word!
The Return of Harmony Part 1,M. A. Larson,scootaloo,"What are you, a dictionary?"
The Return of Harmony Part 1,M. A. Larson,cheerilee,Girls! Now this is a really interesting statue. What do you notice about it?
The Return of Harmony Part 1,M. A. Larson,apple bloom,It's got an eagle claw!
The Return of Harmony Part 1,M. A. Larson,scootaloo,And a lion paw!
The Return of Harmony Part 1,M. A. Larson,sweetie belle,And a snake tail!
The Return of Harmony Part 1,M. A. Larson,cheerilee,This creature is called a draconequus. He has the head of a pony and a body made up of all sorts of things. What do you suppose that represents?
The Return of Harmony Part 1,M. A. Larson,apple bloom,Confusion!
The Return of Harmony Part 1,M. A. Larson,sweetie belle,Evil!
The Return of Harmony Part 1,M. A. Larson,scootaloo,Chaos!
The Return of Harmony Part 1,M. A. Larson,sweetie belle,"It's not chaos, you dodo!"
The Return of Harmony Part 1,M. A. Larson,scootaloo,Don't call me things I don't know the meaning of! And it is too chaos!
The Return of Harmony Part 1,M. A. Larson,sweetie belle,Is not!
The Return of Harmony Part 1,M. A. Larson,apple bloom,You're both wrong!
The Return of Harmony Part 1,M. A. Larson,cheerilee,"Actually, in a way, you're all right. This statue represents ""Discord"", which means a lack of harmony between ponies. In fact, you three have demonstrated discord so well that you're each going to write me an essay explaining it."
The Return of Harmony Part 1,M. A. Larson,cheerilee,"Now let's go, and I don't want anymore fighting."
The Return of Harmony Part 1,M. A. Larson,apple bloom,It's confusion!
The Return of Harmony Part 1,M. A. Larson,sweetie belle,Evil!
The Return of Harmony Part 1,M. A. Larson,scootaloo,Chaos!
The Return of Harmony Part 1,M. A. Larson,rainbow dash,"Come back here, you! Gotcha! Eww, what is this? Cotton candy?"
The Return of Harmony Part 1,M. A. Larson,rainbow dash,Wait a second! It's not supposed to rain until tomorrow. You can't just<U+0096>
The Return of Harmony Part 1,M. A. Larson,rainbow dash,You did.
The Return of Harmony Part 1,M. A. Larson,rainbow dash,"Hey, I didn't tell you to go anywhere!"
The Return of Harmony Part 1,M. A. Larson,applejack,"Rainbow Dash, what's going on with this rain? I mean chocolate milk? I mean chocolate milk rain?!"
The Return of Harmony Part 1,M. A. Larson,rainbow dash,There's crazy weather all over Equestria! Cloudsdale is getting soaked by a major cola storm right now! But don't worry. I'm not leaving you until I get control of Ponyville!
The Return of Harmony Part 1,M. A. Larson,rarity,"Ahem. I heard about your troubles, Applejack, and I came to see if there's anything I can do without getting wet. Or dirty. Or out from under my umbrella."
The Return of Harmony Part 1,M. A. Larson,applejack,Fluttershy! Do somethin'!
The Return of Harmony Part 1,M. A. Larson,fluttershy,"Now, Angel, you really shouldn't<U+0096> No! It's not possible! I must be seeing things!"
The Return of Harmony Part 1,M. A. Larson,twilight sparkle,"Don't worry, everyone. I've learned a new spell that'll fix everything. My fail-safe spell... failed. What do we do?"
The Return of Harmony Part 1,M. A. Larson,spike,"Uh, give up?"
The Return of Harmony Part 1,M. A. Larson,rarity,"Spike, Twilight will come up with something."
The Return of Harmony Part 1,M. A. Larson,twilight sparkle,"Hmm, time for plan B. Rainbow, can you corral all those clouds in one corner of the sky? Applejack, I need you to bring those high-strung storm clouds down to Earth."
The Return of Harmony Part 1,M. A. Larson,pinkie pie,"Hey, what happened?"
The Return of Harmony Part 1,M. A. Larson,fluttershy,Oh dear. I hope none of the animals see these delicious chocolate-filled cotton candy clouds. I'd hate to have to share them.
The Return of Harmony Part 1,M. A. Larson,pinkie pie,"You and me both, sister! Hey!"
The Return of Harmony Part 1,M. A. Larson,applejack,"And when y'all are done with that, feel free to have some popcorn for dessert."
The Return of Harmony Part 1,M. A. Larson,twilight sparkle,"You see, Spike? You should never give up. There's nothing we can't overcome if we all work together."
The Return of Harmony Part 1,M. A. Larson,twilight sparkle,"[gasp] Come on, girls. Princess Celestia wants to see us all in Canterlot immediately!"
The Return of Harmony Part 1,M. A. Larson,twilight sparkle,"Princess Celestia, we came as fast as we could!"
The Return of Harmony Part 1,M. A. Larson,princess celestia,"Thank you, Twilight. Thank you, all."
The Return of Harmony Part 1,M. A. Larson,twilight sparkle,Is this about the weather? And the animals' weird behavior? What's happening out there? Why isn't my magic working? Is there<U+0096>
The Return of Harmony Part 1,M. A. Larson,princess celestia,Follow me.
The Return of Harmony Part 1,M. A. Larson,princess celestia,"I've called you here for a matter of great importance. It seems an old foe of mine, someone I thought I had defeated long ago, has returned. His name... is Discord."
The Return of Harmony Part 1,M. A. Larson,princess celestia,"Discord is the mischievous spirit of disharmony. Before my sister and I stood up to him, he ruled Equestria in an eternal state of unrest and unhappiness. Luna and I saw how miserable life was for Earth ponies, Pegasi, and unicorns alike, so after discovering the Elements of Harmony, we combined our powers and rose up against him, turning him to stone."
The Return of Harmony Part 1,M. A. Larson,rainbow dash,"All right, Princess!"
The Return of Harmony Part 1,M. A. Larson,princess celestia,"I thought the spell we cast would keep him contained forever, but since Luna and I are no longer connected to the Elements, the spell has been broken."
The Return of Harmony Part 1,M. A. Larson,twilight sparkle,No longer connected?
The Return of Harmony Part 1,M. A. Larson,princess celestia,"This is Canterlot Tower, where the Elements are kept inside since all of you recovered them. I need you to wield the Elements of Harmony once again and stop Discord before he thrusts all of Equestria into eternal chaos."
The Return of Harmony Part 1,M. A. Larson,twilight sparkle,But why us? Why don't you<U+0096>
The Return of Harmony Part 1,M. A. Larson,pinkie pie,"Hey, look! We're famous!"
The Return of Harmony Part 1,M. A. Larson,princess celestia,"You six showed the full potential of the Elements by harnessing the magic of your friendship to beat a mighty foe. Although Luna and I once wielded the Elements, it is you who now control their power, and it is you who must defeat Discord!"
The Return of Harmony Part 1,M. A. Larson,twilight sparkle,"Princess Celestia, you can count on<U+0096>"
The Return of Harmony Part 1,M. A. Larson,pinkie pie,"Hold on a second! Eternal chaos comes with chocolate rain, you guys. Chocolate rain!"
The Return of Harmony Part 1,M. A. Larson,twilight sparkle,"Don't listen to her, Princess. We'd be honored to use the Elements of Harmony again."
The Return of Harmony Part 1,M. A. Larson,rarity,Ooh. You can keep the Elements. I'll take that case!
The Return of Harmony Part 1,M. A. Larson,princess celestia,"Have no fear, ponies. I have total confidence that you will be able to defeat Discord with these!"
The Return of Harmony Part 1,M. A. Larson,pinkie pie,"Oh, well. If anyone needs me, I'll be outside in the chocolate puddles with a giant swizzle straw."
The Return of Harmony Part 1,M. A. Larson,twilight sparkle,The Elements! They're gone!
The Return of Harmony Part 1,M. A. Larson,princess celestia,That chamber is protected by a powerful spell that only I can break! This doesn't make sense!
